Epoch time,Latitude,Longitude,Air Quality PM 2.5 (ug/m3),Temperature (C)
1682114774.642891,0,0,2.5,39.17228515625
1682114779.9153175,0,0,2.0,38.91984375
1682114785.1785452,0,0,2.0,38.5637890625
1682114790.4371119,0,0,2.0,38.175898437499995
1682114795.7814856,0,0,2.0,37.6083203125
