CPM,Time
19,1679699962.185584
21,1679699972.1959748
18,1679699982.2063308
12,1679699992.2166398
27,1679700002.2269104
24,1679700012.237213
24,1679700022.2474802
23,1679700032.2577393
26,1679700042.2680352
21,1679700052.2783096
18,1679700062.2886076
17,1679700072.2988822
20,1679700082.3091998
